offset,offset_fin,largo_original,encoding,texto,ruido_probable,palabra_reconocible,traduccion
0x5FA9E45,0x5FA9E50,11,ascii,"1UETR6D""EcD",si,,
0x5FD3870,0x5FD388E,30,ascii,The massquitoes are onto us!  ,,si,
0x5FD38B8,0x5FD38E6,46,ascii,They'll suck us dry if we don't do\nsomething! ,,si,
0x5FEE870,0x5FEE88E,30,ascii,There's just no end to them!  ,,si,
0x5FEE8A0,0x5FEE8C2,34,ascii,Let's get away from here for\nnow! ,,si,
0x6006950,0x600696E,30,ascii,Should we make a run for it?  ,,si,
0x6006980,0x60069A6,38,ascii,"No, we can't let a single one\nloose!  ",,si,
0x60069B8,0x60069DA,34,ascii,We can't just stay here all night!,,si,
0x60069EC,0x6006A06,26,ascii,There's gotta be a way.   ,,si,
0x6006A18,0x6006A32,26,ascii,"Come on, think.  Think!   ",,si,
0x6006A44,0x6006A62,30,ascii,What are their sensors like?  ,,si,
0x6006A74,0x6006A82,14,ascii,Pretty basic. ,,,
0x6006A94,0x6006ABB,39,ascii,They're programmed to home in\non any CO,,si,
0x6006AEC,0x6006B13,39,ascii,So if we had something with a lot\nof CO,,si,
0x6006B34,0x6006B5A,38,ascii,We should be able to distract\nthem.   ,,si,
0x6006B6C,0x6006B96,42,ascii,Where would we find something\nlike that?  ,,si,
0x6006BA8,0x6006BC1,25,ascii,I remember you mentioning,,si,
0x6006BF4,0x6006BFE,10,ascii,"Hey, wait.",,,
0x6006C10,0x6006C30,32,ascii,Wasn't there something here with,,si,
0x6006C94,0x6006CBA,38,ascii,"Yeah, I'm sure they'll have plenty.   ",,si,
0x6006CCC,0x6006D01,53,ascii,"Hey, what about the fire\nextinguisher? It'll give off",,si,
0x6006D1C,0x6006D42,38,ascii,"It was back at the Moon Corner,\nright?",,si,
0x6006D54,0x6006D5E,10,ascii,Let's go! ,si,,
0x6006D70,0x6006D8A,26,ascii,Look for something with CO,,si,
0x6017104,0x6017110,12,ascii,"!UV3C3""0""cU""",si,,
0x601D932,0x601D93D,11,ascii,Da4'PgC2QoQ,si,,
0x6045906,0x6045910,10,ascii," """"""2B34D3",,,
0x6045D42,0x6045D4D,11,ascii,"""22""CCD?   ",,,
0x6045D75,0x6045D7F,10,ascii,"!13333C2""!",si,,
0x6045DB2,0x6045DC0,14,ascii,TVVVEEETSS44D2,si,,
0x604E954,0x604E95E,10,ascii,2/C41C6cA ,,,
0x6054B12,0x6054B1E,12,ascii,VUCS2a3R3535,si,,
0x605ECD2,0x605ECDD,11,ascii,DTEEGFFTedD,si,,
0x6077BA2,0x6077BB0,14,ascii,3432CC4DTeUTUU,si,,
0x6077BF2,0x6077C00,14,ascii,UE3CCTfUeUEdUV,si,,
0x607A4E2,0x607A4EF,13,ascii,DUTEUU5US5d53,,si,
0x6097472,0x609747C,10,ascii,DUVVVeVfF1,si,,
0x60B2C05,0x60B2C11,12,ascii, BE!3F%BDE C,,si,
0x60B2CE6,0x60B2CF1,11,ascii,TV4C343B31C,si,,
0x60B2E56,0x60B2E61,11,ascii,6A?b3gf3SfD,si,,
0x60BA426,0x60BA430,10,ascii,223CDCCDDD,si,,
0x60EC870,0x60EC892,34,ascii,The massquitoes are here!\nMove!   ,,si,
0x60F4F92,0x60F4F9D,11,ascii,"R7!""UdGu1D4",si,,
0x60F9870,0x60F9882,18,ascii,The massquitoes!  ,,si,
0x60FBCB4,0x60FBCC0,12,ascii,"!!""1""C4443""C",si,,
0x60FBCC2,0x60FBCD0,14,ascii,"UTDDCE3CDVV5""C",si,,
0x61069D0,0x61069DE,14,ascii,Wait a sec.   ,,,
0x61069F0,0x6106A32,66,ascii,There might be something even\nbetter than the fire extinguisher.  ,,si,
0x6106A5C,0x6106A82,38,ascii,What about the coral? It's\ncalcareous.,,si,
0x6106A94,0x6106AC8,52,ascii,"Hey, you're right! Coral absorbs\nlarge amounts of CO",,si,
0x6106AE0,0x6106B12,50,ascii,It'll release a ton more than a fire\nextinguisher.,,si,
0x6106B24,0x6106B5A,54,ascii,We'll have to dissolve it.  That\nshould do the trick. ,,si,
0x6106B84,0x6106BA2,30,ascii,We'll need some kinda acid.   ,,si,
0x6106BB4,0x6106BCE,26,ascii,Where we gonna find that? ,,si,
0x6106BE0,0x6106C02,34,ascii,Acid? I know where there's\nsome.  ,,si,
0x6106C2C,0x6106C76,74,ascii,The fire extinguisher at the Moon\nCorner.  It's a soda-acid\nextinguisher. ,,si,
0x6106C88,0x6106CAE,38,ascii,It contains a vial of sulfuric acid.  ,,si,
0x6106CC0,0x6106CDE,30,ascii,"But it was damaged, remember? ",,si,
0x6106CF0,0x6106D22,50,ascii,"No, only the sodium bicarbonate\nhad leaked out.   ",,si,
0x6106D34,0x6106D4E,26,ascii,The acid should be fine.  ,,si,
0x6106D60,0x6106D8A,42,ascii,Looks like she'll be helping us\nafter all.,,si,
0x6106D9C,0x6106DB6,26,ascii,It works off a reaction   ,,si,
0x6106DC8,0x6106DFE,54,ascii,between the sodium bicarbonate\nand the sulfuric acid. ,,si,
0x6106E10,0x6106E22,18,ascii,We can use that.  ,,si,
0x6106E34,0x6106E52,30,ascii,There must be some somewhere. ,,si,
0x6106E64,0x6106E8E,42,ascii,We're looking for any kinda strong\nacid.  ,,si,
0x6106EA0,0x6106EB2,18,ascii,Any strong acid?  ,,si,
0x6106EDC,0x6106F06,42,ascii,This is a museum.  They have to\nhave some.,,si,
0x6106F18,0x6106F26,14,ascii,Start looking!,,,
0x6111236,0x6111241,11,ascii,"CeF2ZLO""CEE",si,,
0x611C9D2,0x611C9DC,10,ascii,VF6fC6Etet,si,,
0x611CA22,0x611CA2D,11,ascii,4&6USTSdte6,si,,
0x6136AD2,0x6136AE0,14,ascii,"""RTfeVVE3CD2T&",si,,
0x61391E2,0x61391ED,11,ascii,"33332332""33",si,,
0x6169402,0x6169410,14,ascii,3223D3D433DC33,si,,
0x6169452,0x6169460,14,ascii,"!2""23433443233",si,,
0x619CF27,0x619CF31,10,ascii,A1.TVCBVDE,si,,
0x61A0862,0x61A086C,10,ascii,"""S5DTFVTe3",si,,
0x61A1AC5,0x61A1ACF,10,ascii,"/""D2123233",si,,
0x61AABE6,0x61AABF0,10,ascii,!!23CC33D3,si,,
0x61B6892,0x61B689C,10,ascii,"!244C3D33""",si,,
0x61CE6B2,0x61CE6C0,14,ascii,S4Ee54DDTd5DTc,si,,
0x61CE6C2,0x61CE6D0,14,ascii,DCTSF5TDUDSST4,si,,
0x61CE6D6,0x61CE6E0,10,ascii,2233C34D4D,si,,
0x61CE7F2,0x61CE7FF,13,ascii,FVTTTU4CC43T5,si,,
0x61CEAE6,0x61CEAF0,10,ascii,"""22SEUDDUU",si,,
0x61CEAF2,0x61CEAFF,13,ascii,"%4DC33TD4C32""",si,,
0x61CECB2,0x61CECC0,14,ascii,C43TDDDDTUTUT3,si,,
0x61CECC2,0x61CECCE,12,ascii,"D3D3332""""!""!",si,,
0x61CEDF2,0x61CEE00,14,ascii,B333D443CC5CC3,si,,
0x61ECE86,0x61ECE90,10,ascii,"QF3D""2C6CS",si,,
0x6201747,0x6201751,10,ascii,"""CTU5A1VS+",si,,
0x6204070,0x620408A,26,ascii,We're at the Moon Corner. ,,si,
0x620D890,0x620D89E,14,ascii,Behind you!   ,,si,
0x620D8B0,0x620D8BE,14,ascii,Shit! Shoot!  ,,,
0x6210204,0x6210210,12,ascii,R3DD5RB33DD3,si,,
0x621EDA2,0x621EDB0,14,ascii,"""13UdeFDUfV44C",si,,
0x6220870,0x622087E,14,ascii,Is he dead?   ,,si,
0x6220890,0x62208AE,30,ascii,Looks dead to me.  Let's move!,,si,
0x62208C0,0x62208E2,34,ascii,The massquitoes will be coming!   ,,si,
0x62208F4,0x6220916,34,ascii,How's that trigger finger doing?  ,,si,
0x6220928,0x622093A,18,ascii,"Sorry, Jonathan.  ",,,
0x622094C,0x622095E,18,ascii,I can't help you. ,,si,
0x6244662,0x6244670,14,ascii,!44EUefD%SUV3S,si,,
0x6251D32,0x6251D40,14,ascii,!23DeFeEUe4R4F,si,,
0x6251E53,0x6251E60,13,ascii,"1!!""""""2!1323D",si,,
0x6251F22,0x6251F2C,10,ascii,"""33C323233",si,,
0x62520A5,0x62520B0,11,ascii,1D43EeTDeTF,si,,
0x6252166,0x6252170,10,ascii,3CDTTT5%!3,si,,
0x62521B2,0x62521C0,14,ascii,2B24SR334ETTTE,si,,
0x6252342,0x6252350,14,ascii,DD3DETTFTUeDEE,si,,
0x62524B3,0x62524BD,10,ascii,"""""33222""""""",si,,
0x6254870,0x6254896,38,ascii,White blood.  Just who might you\nbe?  ,,si,
0x62548A8,0x62548C6,30,ascii,Not some punk off the street. ,,si,
0x626D775,0x626D780,11,ascii,DVB&04T6DDF,si,,
0x626E152,0x626E160,14,ascii," C4""BDC43TDUTC",si,,
0x626E182,0x626E18D,11,ascii,"DU4DT3B""42C",si,,
0x626E522,0x626E530,14,ascii,"DSS""eDS3TD3T32",si,,
0x626E592,0x626E5A0,14,ascii,"ASD4D4D4""32C3R",si,,
0x626E8E2,0x626E8F0,14,ascii,4E4E4CCE34CDD4,si,,
0x626E8F2,0x626E900,14,ascii,UDF6FdFE5TFfF4,si,,
0x626E902,0x626E910,14,ascii,CUTUF43D5D443D,si,,
0x626F022,0x626F030,14,ascii,"101!""!""""""0!2""!",si,,
0x6271870,0x627189A,42,ascii,There's the fire extinguisher. \nLet's go. ,,si,
0x6284870,0x6284892,34,ascii,"Wait, this is a fire extinguisher.",,si,
0x62848A4,0x62848BE,26,ascii,A soda-acid extinguisher. ,,,
0x62848D0,0x62848E3,19,ascii,That'll give off CO,,,
0x62848FC,0x6284932,54,ascii,You're right.  We might be able to\nfool 'em with it.  ,,si,
0x62B3880,0x62B38AE,46,ascii,"Alright, stand back.  Let's try this\nbaby out.",,si,
0x62B38C0,0x62B38DE,30,ascii,"We just turn it over, and.... ",,si,
0x62B38F0,0x62B3906,22,ascii,Nothing's happening.  ,,,
0x62B3918,0x62B392E,22,ascii,There's a crack in it!,,si,
0x62B3940,0x62B3952,18,ascii,We can't use this.,,si,
0x62B3964,0x62B3992,46,ascii,"Look, all the sodium bicarbonate's\nleaked out.",,si,
0x62B39A4,0x62B39C6,34,ascii,Must've been one of your bullets. ,,si,
0x62B39D8,0x62B39EE,22,ascii,"Perfect, just perfect.",,si,
0x62FF715,0x62FF720,11,ascii,"""""3""!""33BC4",si,,
0x62FF863,0x62FF870,13,ascii,"!!1234""""3""1C4",si,,
0x62FFA22,0x62FFA30,14,ascii,4DSUCTfUTSdESF,si,,
0x62FFD32,0x62FFD3D,11,ascii,D3UfEUUT433,si,,
0x62FFE15,0x62FFE20,11,ascii,"""""""323333CD",si,,
0x62FFE32,0x62FFE40,14,ascii,34DC34DDD3D4C3,si,,
0x62FFE42,0x62FFE50,14,ascii,VUD4TDC3DTEFfT,si,,
0x62FFE62,0x62FFE70,14,ascii,TTDTTDC4CTTeEU,si,,
0x62FFE72,0x62FFE80,14,ascii,TTEeUUUVfeeEff,si,,
0x62FFE82,0x62FFE8F,13,ascii,UdEDEfUD442C3,si,,
0x6302870,0x6302896,38,ascii,There was a fire extinguisher\nhere?   ,,si,
0x63028A8,0x63028CE,38,ascii,We couldn't see it for the\nspacesuit. ,,si,
0x63028E0,0x6302912,50,ascii,They probably don't want it to stick\nout too much.,,si,
0x6302924,0x630294A,38,ascii,Looks like a soda-acid\nextinguisher.  ,,,
0x630295C,0x6302992,54,ascii,This ain't a job for the fire\ndepartment.  Let's go!  ,,si,
0x631CF22,0x631CF2E,12,ascii,"dVUCc43%DR3""",si,,
0x631CFA6,0x631CFB0,10,ascii,3BT53UdTC1,si,,
0x6339900,0x633991E,30,ascii,Here's the fire extinguisher. ,,si,
0x6339930,0x633995E,46,ascii,This is definitely a soda-acid\nextinguisher.  ,,si,
0x6339970,0x6339992,34,ascii,It'll have sulfuric acid inside.  ,,si,
0x63399A4,0x63399C6,34,ascii,"There's a crack in the cylinder,  ",,si,
0x63399D8,0x63399F6,30,ascii,but the acid's still intact.  ,,si,
0x6339A08,0x6339A46,62,ascii,A fire extinguisher? This looks\nlike a soda-acid extinguisher.,,si,
0x6339A58,0x6339A7A,34,ascii,That's what the instructions say. ,,si,
0x6339A8C,0x6339AB6,42,ascii,"There's a vial of sulfuric acid\ninside,   ",,si,
0x6339AC8,0x6339AFA,50,ascii,with sodium bicarbonate in the\ncylinder itself.   ,,si,
0x6339B0C,0x6339B26,26,ascii,We just found our acid.   ,,si,
0x6339B38,0x6339B5A,34,ascii,We don't need to bother with that.,,si,
0x6339B6C,0x6339B96,42,ascii,We can use the extinguisher to\ngive off CO,,si,
0x6339BAC,0x6339BB6,10,ascii,"No, look. ",,si,
0x6339BC8,0x6339BE6,30,ascii,One of your bullets hit it.   ,,si,
0x6339BF8,0x6339C22,42,ascii,All the sodium bicarbonate's\nleaked out.  ,,si,
0x6339C34,0x6339C4E,26,ascii,It's useless for that now.,,si,
0x6339C60,0x6339C7E,30,ascii,Whoops.  What about the acid? ,,si,
0x6339C90,0x6339CB6,38,ascii,That's fine.  The vial's still intact.,,si,
0x6339CC8,0x6339CDA,18,ascii,I'll pick it up.  ,,si,
0x6339CEC,0x6339D02,22,ascii,"Damn, it's slipping.  ",,,
0x63443A2,0x63443AC,10,ascii,CbeUef65eV,si,,
0x635BBB2,0x635BBC0,14,ascii,SU%323D43cEFD5,si,,
0x635BBE2,0x635BBF0,14,ascii,3222332C334422,si,,
0x635BC72,0x635BC80,14,ascii,EDEUfUefVeDDTT,si,,
0x635BDC2,0x635BDD0,14,ascii,CDC33333333333,si,,
0x635BDD2,0x635BDE0,14,ascii,eUETUEEEEUUFVV,si,,
0x635BDE2,0x635BDF0,14,ascii,UTTe5TDDDEDCCC,si,,
0x635BDF2,0x635BE00,14,ascii,D3D5DC5D3DC3D3,si,,
0x635BE02,0x635BE10,14,ascii,45DC3C43C3C333,si,,
0x635BE12,0x635BE20,14,ascii,CC3333CC433D3D,si,,
0x63674D5,0x63674DF,10,ascii,"1D3!3B2""A""",si,,
0x636B902,0x636B90C,10,ascii,C35eeEDDd5,si,,
0x636BAB4,0x636BAC0,12,ascii,"""""2C43""12223",si,,
0x6385322,0x638532F,13,ascii,EbrdeGU43A35c,si,,
0x63F3566,0x63F3571,11,ascii,"/""22DG7C2t7",si,,
0x63F63A2,0x63F63AC,10,ascii,dSDVdST%42,si,,
0x63FB870,0x63FB88E,30,ascii,Let's get over to the lobby!  ,,si,
0x6403C97,0x6403CA1,10,ascii,CP3OF4&n&H,,si,
0x6404A42,0x6404A4F,13,ascii,1d6/UT5!EC4D1,si,,
0x6407870,0x640789A,42,ascii,"I'll throw, you shoot! Aim for the\nmiddle!",,si,
0x64078AC,0x64078C2,22,ascii,Sounds like a deal.   ,,,
0x640C372,0x640C37D,11,ascii,DW'VFdE4a?C,si,,
0x640CB67,0x640CB71,10,ascii,2 BC12uE2(,,,
0x6413127,0x6413131,10,ascii,"12""B1C35""9",si,,
0x6423070,0x6423086,22,ascii,There goes all that CO,,si,
0x6425212,0x6425220,14,ascii,43DDCDUEUUeUEU,si,,
0x6425242,0x642524E,12,ascii,fUUTUeDSTD33,si,,
0x64252E5,0x64252F0,11,ascii,2BTETTSV55C,si,,
0x6432870,0x6432886,22,ascii,It worked! We did it! ,,si,
0x6432898,0x64328AA,18,ascii,Now's our chance! ,,si,
0x64328BC,0x64328D6,26,ascii,We'll seal the fuckers in!,,si,
0x644EF62,0x644EF6C,10,ascii,T3C543UTCD,si,,
0x644F2C2,0x644F2D0,14,ascii,"22""""!2""3332""""2",si,,
0x6451080,0x64510A2,34,ascii,That was closer than I'd hoped.   ,,si,
0x64510B4,0x64510CA,22,ascii,I better call this in.,,si,
0x64510DC,0x6451112,54,ascii,They'll need to do something\nabout the massquitoes.   ,,si,
0x6451124,0x6451152,46,ascii,All hell would break loose if they\ngot out.   ,,si,
0x6451164,0x6451186,34,ascii,So if I'm reading this right...   ,,si,
0x6451198,0x64511AA,18,ascii,Ishida coaxed Hojo,,,
0x64511BC,0x64511DE,34,ascii,into selling Narc on their own?   ,,si,
0x64511F0,0x645121E,46,ascii,Seems that way.  Let's run over\nwhat we know. ,,si,
0x6462CC3,0x6462CCD,10,ascii,"1!E4""B2CT""",si,,
0x6469694,0x64696A1,13,ascii,SAVbEdTv33C4E,si,,
0x648B6E3,0x648B6ED,10,ascii,"dTQSD443C""",si,,
0x64A5080,0x64A50AE,46,ascii,Ishida clearly didn't like being sent\nto BCCH.,,si,
0x64A50C0,0x64A5106,70,ascii,"Sure, there'd be money involved,\nbut he also had a score to settle.   ",,si,
0x64A5118,0x64A513A,34,ascii,"He knew plenty about the K\nSeries,",,si,
0x64A514C,0x64A516A,30,ascii,and eventually started selling,,si,
0x64A517C,0x64A51A2,38,ascii,K-9 samples through BCCH's\npharmacy.  ,,,
0x64A51B4,0x64A51D2,30,ascii,All behind Tokugawa's back.   ,,si,
0x64B37E7,0x64B37F1,10,ascii,"""3CE3Se42&",si,,
0x64B7526,0x64B7530,10,ascii,122!332BCD,si,,
0x64BA407,0x64BA411,10,ascii,21ET5EC43%,si,,
0x64D2245,0x64D2250,11,ascii,?4!!DC13C11,si,,
0x64D3496,0x64D34A1,11,ascii," 1""  ""T2ABF",,,
0x64D7A55,0x64D7A5F,10,ascii,BbURSpO0o?,si,,
0x64DA157,0x64DA161,10,ascii,1V20U6!BD4,si,,
0x64E9880,0x64E9896,22,ascii,Tokugawa's no idiot.  ,,si,
0x64E98A8,0x64E98DA,50,ascii,If Narc were getting out he'd\nknow all about it.  ,,si,
0x64E9900,0x64E993A,58,ascii,Same goes for the guys lining up\nto do business with him. ,,si,
0x64E9974,0x64E99B2,62,ascii,You can bet they'd wanna get rid\nof any competition pronto.   ,,si,
0x64E99EC,0x64E9A2E,66,ascii,So Ishida and Hojo were up\nagainst both Tokugawa and the\nMafia.   ,,si,
0x64F9CE5,0x64F9CF1,12,ascii,"214""""31DA12H",si,,
0x6515E82,0x6515E8C,10,ascii, D2!2B1232,,,
0x651BE75,0x651BE81,12,ascii, Q5BeB3UBcU4,si,,
0x651BEC6,0x651BED1,11,ascii,SVBFGRs45f3,si,,
0x6530587,0x6530591,10,ascii,1CfC4sTU/G,si,,
0x65378B0,0x65378C2,18,ascii,"Hojo disappears,  ",,,
0x65378D4,0x653790E,58,ascii,"and Ishida, fearing for his life,\ncomes to us for help.   ",,si,
0x6537920,0x653795A,58,ascii,It's a miracle the poor bastard\nlasted as long as he did. ,,si,
0x653796C,0x65379A2,54,ascii,"We were his ticket off Beyond.  So\nhe hoped, anyway.  ",,si,
0x65379C8,0x65379FA,50,ascii,I'm just surprised we didn't\nrecognize his voice. ,,si,
0x6537A0C,0x6537A32,38,ascii,Then you have the whole accent\nthing. ,,si,
0x6537A44,0x6537A4E,10,ascii,Accent?   ,,,
0x6537A60,0x6537A96,54,ascii,Meryl said the person she spoke\nto had a Home accent. ,,si,
0x6537AC0,0x6537AF6,54,ascii,Ishida was a Beyond.  He didn't\nhave a Home accent.   ,,si,
0x6537B1C,0x6537B36,26,ascii,That's what threw me off. ,,si,
0x6537B48,0x6537B62,26,ascii,Meaning Ishida tricked us?,,si,
0x6537B74,0x6537B8E,26,ascii,Obviously not everyone.   ,,si,
0x6537BA0,0x6537BC2,34,ascii,"Still, something doesn't add up.  ",,si,
0x6549815,0x654981F,10,ascii,",2CbD4VTC2",si,,
0x65717F5,0x6571800,11,ascii,BeQ2A2ROBC2,si,,
0x6581957,0x6581961,10,ascii,34B2D3!003,si,,
0x6582095,0x65820A1,12,ascii,?TUfVED6DBD5,si,,
0x6582276,0x6582281,11,ascii,4324D2554DE,si,,
0x6595436,0x6595441,11,ascii,4SCA1dC465D,si,,
0x65AF517,0x65AF521,10,ascii,"!e5SV5T3""I",si,,
0x65B7C22,0x65B7C2D,11,ascii,5UV3254D266,si,,
0x65C18F0,0x65C1922,50,ascii,But how do we know it was Ishida\nwe met before?   ,,si,
0x65C1934,0x65C195A,38,ascii,"Well, the headless body was\ndefinitely",,si,
0x65C196C,0x65C199E,50,ascii,inside the same suit the informant\nwas wearing.   ,,si,
0x65C19C8,0x65C19DA,18,ascii,I put a mark on it,,si,
0x65C19EC,0x65C1A06,26,ascii,when we met him before.   ,,si,
0x65C1A18,0x65C1A22,10,ascii,Like what?,,si,
0x65C1A34,0x65C1A52,30,ascii,Burned it with my cigarette.  ,,si,
0x65C1A64,0x65C1A9A,54,ascii,I'll be damned.  That thing actually\ndid something.   ,,si,
0x65C1AAC,0x65C1ADE,50,ascii,That's what you were looking\nfor? So was it there?,,si,
0x65C1AF0,0x65C1B02,18,ascii,So was it there?  ,,si,
0x65C1B14,0x65C1B32,30,ascii,"Yeah, it was there alright.   ",,si,
0x65C1B44,0x65C1B6A,38,ascii,"We don't know if it was Ishida\ninside,",,si,
0x65C1B7C,0x65C1B9E,34,ascii,but it's the same suit for sure.  ,,si,
0x65C1BB0,0x65C1BDE,46,ascii,I think we can assume for now it\nwas Ishida.  ,,si,
0x65E09B2,0x65E09BD,11,ascii,"?C22""3""""""//",si,,
0x65F0903,0x65F090D,10,ascii,"2 ?2UDS""On",,si,
0x65F3A44,0x65F3A51,13,ascii,BR346FvgwuWFE,si,,
0x65F41D6,0x65F41E0,10,ascii,"4T5S""D6DC2",si,,
0x6625C02,0x6625C0C,10,ascii,"f6sC3'UeA""",si,,
0x6626375,0x6626381,12,ascii,C4BSD4D3322C,si,,
0x663E597,0x663E5A1,10,ascii,"N""40%fB"" G",,,
0x6657870,0x665788E,30,ascii,Imagine being in his shoes.   ,,si,
0x66578A0,0x66578E2,66,ascii,Breaking the law AND giving the\nfinger to Tokugawa and the Mafia. ,,si,
0x66578F4,0x665791E,42,ascii,That's probably why he met up\nincognito.  ,,si,
0x6657930,0x665794E,30,ascii,Whole lot of good it did him. ,,si,
0x6664025,0x6664030,11,ascii,"Q""SE&EU65C3",si,,
0x667CF57,0x667CF61,10,ascii,22531!4UB&,si,,
0x6686207,0x6686211,10,ascii,3T4FvdUfVD,si,,
0x668B070,0x668B08E,30,ascii,"So the runner goes missing,   ",,si,
0x668B0A0,0x668B0BE,30,ascii,and now the dealer's wasted.  ,,si,
0x668B0D0,0x668B0FA,42,ascii,"What about the ""they"" Ishida\nmentioned?   ",,si,
0x668B10C,0x668B12E,34,ascii,I figure Tokugawa or the Mafia.   ,,si,
0x668B140,0x668B14E,14,ascii,Maybe both.   ,,,
0x66934B2,0x66934BD,11,ascii,"%1AVTTVF44""",si,,
0x66BB070,0x66BB0A2,50,ascii,IDing that stiff in there should\nhelp with that.  ,,si,
0x66BB0B4,0x66BB0E2,46,ascii,More than likely we're looking at a\nhitman.   ,,si,
0x66BB0F4,0x66BB11E,42,ascii,These guys don't get their hands\ndirty.   ,,si,
0x66DA6D6,0x66DA6E1,11,ascii,"""% /B334D2C",,,
0x66E38A0,0x66E38CC,44,ascii,There's still the supposed\nwoman's voice to ,,si,
0x66E38E0,0x66E38EE,14,ascii,Jonathan....  ,si,,
0x66E3918,0x66E3942,42,ascii,Somebody's playing mechanic with\nthe car. ,,si,
0x66E3954,0x66E397E,42,ascii,"Hey, you! What do you think\nyou're doing?!",,si,
0x670FA57,0x670FA61,10,ascii,"U!10!""52""6",si,,
0x67118A0,0x67118CE,46,ascii,This is a linear rail station. \nWhere'd he go?,,si,
0x67118E0,0x67118F6,22,ascii,"A train station, huh? ",,,
0x6711908,0x671191A,18,ascii,"Yeah, a maglev.   ",,,
0x671192C,0x671195A,46,ascii,This is Beyond's public\ntransportation system.,,si,
0x671196C,0x67119B6,74,ascii,"It runs across the entire colony,\nwith a top speed of 300 miles an\nhour.  ",,si,
0x67119C8,0x67119EA,34,ascii,Look! White blood.  This is his.  ,,si,
0x67119FC,0x6711A16,26,ascii,It leads to the station.  ,,si,
0x6711A28,0x6711A4A,34,ascii,Let's get Victor to analyze it.   ,,si,
0x6711A5C,0x6711A92,54,ascii,"If it's AP, he should be able to\nidentify the owner.  ",,si,
0x6711AA4,0x6711ABA,22,ascii,I'll let you get it.  ,,si,
0x6713B22,0x6713B2C,10,ascii,2fD4eGECUC,si,,
0x67154B6,0x67154C1,11,ascii,"0QFFEfC2B""E",si,,
0x67280E5,0x67280F0,11,ascii,"  B""2 ?1""30",,,
0x673D474,0x673D47E,10,ascii,n?364p%CaC,si,,
0x673F766,0x673F770,10,ascii,"""4eSB3CU4A",si,,
0x6752B03,0x6752B0D,10,ascii,"!""B3 22""2""",,,
0x6757E43,0x6757E4D,10,ascii,B33CTTUE43,si,,
0x6759EF7,0x6759F01,10,ascii,4d1!SFDcd&,si,,
0x675CCA6,0x675CCB0,10,ascii,"221!!""4C3""",si,,
0x6765335,0x6765340,11,ascii,"2""34232!2""""",si,,
0x6765362,0x6765370,14,ascii,DT5UCefEeV3VEf,si,,
0x6768D26,0x6768D30,10,ascii,"/""bE""B46B!",,si,
0x6775187,0x6775191,10,ascii,"!30 224!""+",,,
0x6779992,0x677999C,10,ascii,4CUT45CUD5,si,,
0x677B070,0x677B07E,14,ascii,There we go.  ,,si,
0x677B090,0x677B0B2,34,ascii,He must be hiding here\nsomewhere. ,,si,
0x677B0C4,0x677B0DE,26,ascii,If he's even still alive. ,,si,
0x677B0F0,0x677B112,34,ascii,Yeah.  Let's take a look around.  ,,,
0x67824B2,0x67824BC,10,ascii,03CDTEBbR4,si,,
0x67A0070,0x67A007E,14,ascii,There he is!  ,si,si,
0x67A0090,0x67A00A6,22,ascii,Behind that pillar!   ,,si,
0x67A96B2,0x67A96C0,14,ascii,3333323D333333,si,,
0x67A96C2,0x67A96D0,14,ascii,UUDDDUTEDDD43T,si,,
0x67A96D2,0x67A96E0,14,ascii,E4D4D53C33C333,si,,
0x67AB070,0x67AB082,18,ascii,He's over there!  ,,si,
0x67AB094,0x67AB0AE,26,ascii,The pillar on the right!  ,,si,
0x67AD203,0x67AD20D,10,ascii,"""""""""""""""!!!",si,,
0x67AD252,0x67AD260,14,ascii,33D3DDTD44EUEd,si,,
0x67AD262,0x67AD271,15,ascii,"TDDUVUTDDDDDUe,",si,,
0x67B7870,0x67B789E,46,ascii,How the hell can anyone keep\ngoing like that? ,,si,
0x67B78B0,0x67B78C6,22,ascii,It doesn't make sense.,,si,
0x67B78D8,0x67B78FE,38,ascii,He's gotta be on something.  Let's\ngo!,,si,
0x67B99A2,0x67B99B0,14,ascii,4DDDCDTUefffVf,si,,
0x67B9A02,0x67B9A10,14,ascii,C33DD3333D3CD4,si,,
0x67D28E5,0x67D28F0,11,ascii,"1D!3DE4E""bC",si,,
0x67D6870,0x67D689A,42,ascii,We better move! The linear's\npulled in!   ,,si,
0x67D68AC,0x67D68CA,30,ascii,He's gonna get on the train!  ,,si,
0x67D68DC,0x67D690A,46,ascii,Get Meryl and Dave over to the\nnext station!  ,,si,
0x67DB282,0x67DB291,15,ascii,1:43Sp4BD56UeEJ,si,,
0x67E7AA2,0x67E7AB0,14,ascii,"2DC43""""4""3""!33",si,,
0x67F0235,0x67F0240,11,ascii,26ET5STBSFB,si,,
0x67F1082,0x67F108D,11,ascii,"TU36!""vR3f5",si,,
0x67F9130,0x67F9146,22,ascii,"Meryl, Dave! You copy?",,si,
0x67F9158,0x67F918E,54,ascii,"You don't have to yell, chief, we\ncan hear you fine.  ",,si,
0x67F91A0,0x67F91B6,22,ascii,We're already here.   ,,si,
0x67F91E0,0x67F9206,38,ascii,B Block of the Residential District.  ,,si,
0x67F9218,0x67F9236,30,ascii,We're still chasing this guy. ,,si,
0x67F9248,0x67F926A,34,ascii,He's gonna get on the linear rail.,,si,
0x67F927C,0x67F929A,30,ascii,We're at Central Port Station.,,si,
0x67F92AC,0x67F92C6,26,ascii,Get over to South Garden! ,,si,
